node_index,node_id,node_type,node_name,node_source
6070,11197,gene/protein,WIF1,NCBI
6073,6928,gene/protein,HNF1B,NCBI
6079,9189,gene/protein,ZBED1,NCBI
6081,585,gene/protein,BBS4,NCBI
6082,23066,gene/protein,CAND2,NCBI
6083,5334,gene/protein,PLCL1,NCBI
6086,23177,gene/protein,CEP68,NCBI
6087,7027,gene/protein,TFDP1,NCBI
6088,7852,gene/protein,CXCR4,NCBI
6090,1133,gene/protein,CHRM5,NCBI
6095,306,gene/protein,ANXA3,NCBI
6096,2004,gene/protein,ELK3,NCBI
6097,91754,gene/protein,NEK9,NCBI
6098,65258,gene/protein,MPPE1,NCBI
6099,1503,gene/protein,CTPS1,NCBI
6107,6252,gene/protein,RTN1,NCBI
6108,1803,gene/protein,DPP4,NCBI
6110,1106,gene/protein,CHD2,NCBI
6111,55248,gene/protein,PACC1,NCBI
6112,678,gene/protein,ZFP36L2,NCBI
6115,9203,gene/protein,ZMYM3,NCBI
6116,8867,gene/protein,SYNJ1,NCBI
6117,3603,gene/protein,IL16,NCBI
6118,23420,gene/protein,NOMO1,NCBI
6120,2182,gene/protein,ACSL4,NCBI
6121,51684,gene/protein,SUFU,NCBI
6122,57190,gene/protein,SELENON,NCBI
6123,1870,gene/protein,E2F2,NCBI
6125,10411,gene/protein,RAPGEF3,NCBI
6129,51593,gene/protein,SRRT,NCBI
6132,2742,gene/protein,GLRA2,NCBI
6133,8021,gene/protein,NUP214,NCBI
6136,740,gene/protein,MRPL49,NCBI
6137,4221,gene/protein,MEN1,NCBI
6140,9568,gene/protein,GABBR2,NCBI
6143,54716,gene/protein,SLC6A20,NCBI
6144,5139,gene/protein,PDE3A,NCBI
6149,8546,gene/protein,AP3B1,NCBI
6150,8795,gene/protein,TNFRSF10B,NCBI
6151,5360,gene/protein,PLTP,NCBI
6154,2252,gene/protein,FGF7,NCBI
6155,3135,gene/protein,HLA-G,NCBI
6161,79187,gene/protein,FSD1,NCBI
6163,755,gene/protein,CFAP410,NCBI
6167,9927,gene/protein,MFN2,NCBI
6168,3593,gene/protein,IL12B,NCBI
6169,11187,gene/protein,PKP3,NCBI
6173,10516,gene/protein,FBLN5,NCBI
6174,143187,gene/protein,VTI1A,NCBI
6175,4524,gene/protein,MTHFR,NCBI
6177,158,gene/protein,ADSL,NCBI
6178,2167,gene/protein,FABP4,NCBI
6181,23339,gene/protein,VPS39,NCBI
6182,23400,gene/protein,ATP13A2,NCBI
6187,4720,gene/protein,NDUFS2,NCBI
6188,6271,gene/protein,S100A1,NCBI
6192,6258,gene/protein,RXRG,NCBI
6193,3756,gene/protein,KCNH1,NCBI
6194,55240,gene/protein,STEAP3,NCBI
6195,5649,gene/protein,RELN,NCBI
6196,10981,gene/protein,RAB32,NCBI
6199,4174,gene/protein,MCM5,NCBI
6201,840,gene/protein,CASP7,NCBI
6206,34,gene/protein,ACADM,NCBI
6207,9805,gene/protein,SCRN1,NCBI
6210,4671,gene/protein,NAIP,NCBI
6211,11004,gene/protein,KIF2C,NCBI
6212,5923,gene/protein,RASGRF1,NCBI
6213,128826,gene/protein,MIR1-1HG,NCBI
6214,9228,gene/protein,DLGAP2,NCBI
6216,5909,gene/protein,RAP1GAP,NCBI
6217,6414,gene/protein,SELENOP,NCBI
6219,23012,gene/protein,STK38L,NCBI
6220,217,gene/protein,ALDH2,NCBI
6222,2861,gene/protein,GPR37,NCBI
6223,55219,gene/protein,MACO1,NCBI
6229,64127,gene/protein,NOD2,NCBI
6233,54,gene/protein,ACP5,NCBI
6234,3045,gene/protein,HBD,NCBI
6239,10568,gene/protein,SLC34A2,NCBI
6240,5527,gene/protein,PPP2R5C,NCBI
6244,7804,gene/protein,LRP8,NCBI
6248,4299,gene/protein,AFF1,NCBI
6250,1776,gene/protein,DNASE1L3,NCBI
6251,10480,gene/protein,EIF3M,NCBI
6252,1081,gene/protein,CGA,NCBI
6254,6795,gene/protein,AURKC,NCBI
6258,4053,gene/protein,LTBP2,NCBI
6259,8514,gene/protein,KCNAB2,NCBI
6264,6494,gene/protein,SIPA1,NCBI
6266,11157,gene/protein,LSM6,NCBI
6267,5630,gene/protein,PRPH,NCBI
6270,2921,gene/protein,CXCL3,NCBI
6275,3772,gene/protein,KCNJ15,NCBI
6276,3915,gene/protein,LAMC1,NCBI
6278,5337,gene/protein,PLD1,NCBI
6281,30968,gene/protein,STOML2,NCBI
6283,5745,gene/protein,PTH1R,NCBI
6285,64207,gene/protein,IRF2BPL,NCBI
6289,781,gene/protein,CACNA2D1,NCBI
6290,6591,gene/protein,SNAI2,NCBI
6293,2219,gene/protein,FCN1,NCBI
6295,8202,gene/protein,NCOA3,NCBI
6296,4311,gene/protein,MME,NCBI
6297,1984,gene/protein,EIF5A,NCBI
6299,11020,gene/protein,IFT27,NCBI
6303,5083,gene/protein,PAX9,NCBI
6305,8001,gene/protein,GLRA3,NCBI
6307,54498,gene/protein,SMOX,NCBI
6308,89884,gene/protein,LHX4,NCBI
6309,147,gene/protein,ADRA1B,NCBI
6311,2901,gene/protein,GRIK5,NCBI
6312,126695,gene/protein,KDF1,NCBI
6315,773,gene/protein,CACNA1A,NCBI
6317,7163,gene/protein,TPD52,NCBI
6319,2328,gene/protein,FMO3,NCBI
6320,11202,gene/protein,KLK8,NCBI
6321,5348,gene/protein,FXYD1,NCBI
6323,51109,gene/protein,RDH11,NCBI
6325,6845,gene/protein,VAMP7,NCBI
6328,55930,gene/protein,MYO5C,NCBI
6329,627,gene/protein,BDNF,NCBI
6330,8988,gene/protein,HSPB3,NCBI
6331,864,gene/protein,RUNX3,NCBI
6338,10803,gene/protein,CCR9,NCBI
6341,23424,gene/protein,TDRD7,NCBI
6343,58190,gene/protein,CTDSP1,NCBI
6344,23198,gene/protein,PSME4,NCBI
6346,8639,gene/protein,AOC3,NCBI
6347,9479,gene/protein,MAPK8IP1,NCBI
6348,3745,gene/protein,KCNB1,NCBI
6349,1349,gene/protein,COX7B,NCBI
6350,1174,gene/protein,AP1S1,NCBI
6351,29091,gene/protein,STXBP6,NCBI
6353,786,gene/protein,CACNG1,NCBI
6355,80036,gene/protein,TRPM3,NCBI
6357,29072,gene/protein,SETD2,NCBI
6359,7862,gene/protein,BRPF1,NCBI
6360,6404,gene/protein,SELPLG,NCBI
6361,56945,gene/protein,MRPS22,NCBI
6364,1837,gene/protein,DTNA,NCBI
6365,777,gene/protein,CACNA1E,NCBI
6368,1435,gene/protein,CSF1,NCBI
6370,79156,gene/protein,PLEKHF1,NCBI
6373,8626,gene/protein,TP63,NCBI
6374,1008,gene/protein,CDH10,NCBI
6377,10189,gene/protein,ALYREF,NCBI
6378,3097,gene/protein,HIVEP2,NCBI
6380,3075,gene/protein,CFH,NCBI
6382,4103,gene/protein,MAGEA4,NCBI
6384,6160,gene/protein,RPL31,NCBI
6385,2069,gene/protein,EREG,NCBI
6386,7174,gene/protein,TPP2,NCBI
6390,58485,gene/protein,TRAPPC1,NCBI
6393,55616,gene/protein,ASAP3,NCBI
6394,8125,gene/protein,ANP32A,NCBI
6398,3696,gene/protein,ITGB8,NCBI
6399,79784,gene/protein,MYH14,NCBI
6400,54361,gene/protein,WNT4,NCBI
6401,54517,gene/protein,PUS7,NCBI
6403,1149,gene/protein,CIDEA,NCBI
6405,3632,gene/protein,INPP5A,NCBI
6408,7039,gene/protein,TGFA,NCBI
6409,60529,gene/protein,ALX4,NCBI
6411,4360,gene/protein,MRC1,NCBI
6414,90865,gene/protein,IL33,NCBI
6415,4750,gene/protein,NEK1,NCBI
6418,2752,gene/protein,GLUL,NCBI
6419,10048,gene/protein,RANBP9,NCBI
6424,8863,gene/protein,PER3,NCBI
6426,55872,gene/protein,PBK,NCBI
6428,7297,gene/protein,TYK2,NCBI
6432,51098,gene/protein,IFT52,NCBI
6434,5962,gene/protein,RDX,NCBI
6435,8842,gene/protein,PROM1,NCBI
6436,55749,gene/protein,CCAR1,NCBI
6437,54556,gene/protein,ING3,NCBI
6439,5655,gene/protein,KLK10,NCBI
6440,2911,gene/protein,GRM1,NCBI
6442,492,gene/protein,ATP2B3,NCBI
6443,23731,gene/protein,TMEM245,NCBI
6444,9908,gene/protein,G3BP2,NCBI
6446,29886,gene/protein,SNX8,NCBI
6453,23411,gene/protein,SIRT1,NCBI
6454,4094,gene/protein,MAF,NCBI
6457,55714,gene/protein,TENM3,NCBI
6460,1146,gene/protein,CHRNG,NCBI
6461,7358,gene/protein,UGDH,NCBI
6462,6539,gene/protein,SLC6A12,NCBI
6468,2254,gene/protein,FGF9,NCBI
6469,1734,gene/protein,DIO2,NCBI
6474,51780,gene/protein,KDM3B,NCBI
6478,51081,gene/protein,MRPS7,NCBI
6482,27111,gene/protein,SDCBP2,NCBI
6483,6832,gene/protein,SUPV3L1,NCBI
6487,3708,gene/protein,ITPR1,NCBI
6492,796,gene/protein,CALCA,NCBI
6496,3233,gene/protein,HOXD4,NCBI
6497,10016,gene/protein,PDCD6,NCBI
6499,5832,gene/protein,ALDH18A1,NCBI
6504,5979,gene/protein,RET,NCBI
6506,6712,gene/protein,SPTBN2,NCBI
6507,1579,gene/protein,CYP4A11,NCBI
6508,9950,gene/protein,GOLGA5,NCBI
6512,84456,gene/protein,L3MBTL3,NCBI
6513,3280,gene/protein,HES1,NCBI
6515,6799,gene/protein,SULT1A2,NCBI
6517,27330,gene/protein,RPS6KA6,NCBI
6519,79807,gene/protein,GSTCD,NCBI
6520,26999,gene/protein,CYFIP2,NCBI
6521,1068,gene/protein,CETN1,NCBI
6522,6301,gene/protein,SARS1,NCBI
6523,23228,gene/protein,PLCL2,NCBI
6524,2150,gene/protein,F2RL1,NCBI
6526,7515,gene/protein,XRCC1,NCBI
6527,23492,gene/protein,CBX7,NCBI
6528,2077,gene/protein,ERF,NCBI
6529,2915,gene/protein,GRM5,NCBI
6533,3985,gene/protein,LIMK2,NCBI
6540,5277,gene/protein,PIGA,NCBI
6541,1066,gene/protein,CES1,NCBI
6546,79648,gene/protein,MCPH1,NCBI
6552,117,gene/protein,ADCYAP1R1,NCBI
6556,968,gene/protein,CD68,NCBI
6558,412,gene/protein,STS,NCBI
6560,899,gene/protein,CCNF,NCBI
6561,47,gene/protein,ACLY,NCBI
6566,5148,gene/protein,PDE6G,NCBI
6567,1908,gene/protein,EDN3,NCBI
6569,51650,gene/protein,MRPS33,NCBI
6573,8482,gene/protein,SEMA7A,NCBI
6574,4773,gene/protein,NFATC2,NCBI
6575,9647,gene/protein,PPM1F,NCBI
6579,55507,gene/protein,GPRC5D,NCBI
6583,23534,gene/protein,TNPO3,NCBI
6585,81551,gene/protein,STMN4,NCBI
6591,727,gene/protein,C5,NCBI
6594,22926,gene/protein,ATF6,NCBI
6595,714,gene/protein,C1QC,NCBI
6597,10765,gene/protein,KDM5B,NCBI
6598,5078,gene/protein,PAX4,NCBI
6601,2299,gene/protein,FOXI1,NCBI
6605,51535,gene/protein,PPHLN1,NCBI
6606,1103,gene/protein,CHAT,NCBI
6607,2070,gene/protein,EYA4,NCBI
6609,83667,gene/protein,SESN2,NCBI
6610,3954,gene/protein,LETM1,NCBI
6612,7779,gene/protein,SLC30A1,NCBI
6616,57617,gene/protein,VPS18,NCBI
6618,10642,gene/protein,IGF2BP1,NCBI
6623,22872,gene/protein,SEC31A,NCBI
6626,9377,gene/protein,COX5A,NCBI
6627,2952,gene/protein,GSTT1,NCBI
6628,3980,gene/protein,LIG3,NCBI
6630,9582,gene/protein,APOBEC3B,NCBI
6633,3177,gene/protein,SLC29A2,NCBI
6635,5175,gene/protein,PECAM1,NCBI
6636,9213,gene/protein,XPR1,NCBI
6638,2744,gene/protein,GLS,NCBI
6640,54499,gene/protein,TMCO1,NCBI
6642,7253,gene/protein,TSHR,NCBI
6644,6818,gene/protein,SULT1A3,NCBI
6650,8100,gene/protein,IFT88,NCBI
6651,7423,gene/protein,VEGFB,NCBI
6654,27345,gene/protein,KCNMB4,NCBI
6655,3718,gene/protein,JAK3,NCBI
6657,26575,gene/protein,RGS17,NCBI
6658,10979,gene/protein,FERMT2,NCBI
6661,55054,gene/protein,ATG16L1,NCBI
6662,10312,gene/protein,TCIRG1,NCBI
6664,3239,gene/protein,HOXD13,NCBI
6666,9466,gene/protein,IL27RA,NCBI
6667,8089,gene/protein,YEATS4,NCBI
6669,23522,gene/protein,KAT6B,NCBI
6670,8570,gene/protein,KHSRP,NCBI
6671,1441,gene/protein,CSF3R,NCBI
6677,9961,gene/protein,MVP,NCBI
6679,2893,gene/protein,GRIA4,NCBI
6680,10693,gene/protein,CCT6B,NCBI
6681,917,gene/protein,CD3G,NCBI
6682,55554,gene/protein,KLK15,NCBI
6684,23274,gene/protein,CLEC16A,NCBI
6690,22906,gene/protein,TRAK1,NCBI
6691,10243,gene/protein,GPHN,NCBI
6695,6783,gene/protein,SULT1E1,NCBI
6697,58505,gene/protein,OSTC,NCBI
6699,8396,gene/protein,PIP4K2B,NCBI
6700,5036,gene/protein,PA2G4,NCBI
6703,1464,gene/protein,CSPG4,NCBI
6705,2280,gene/protein,FKBP1A,NCBI
6707,6615,gene/protein,SNAI1,NCBI
6713,5338,gene/protein,PLD2,NCBI
6714,54680,gene/protein,ZNHIT6,NCBI
6715,7466,gene/protein,WFS1,NCBI
6716,23495,gene/protein,TNFRSF13B,NCBI
6717,7433,gene/protein,VIPR1,NCBI
6718,5481,gene/protein,PPID,NCBI
6719,7170,gene/protein,TPM3,NCBI
6721,435,gene/protein,ASL,NCBI
6722,1823,gene/protein,DSC1,NCBI
6723,950,gene/protein,SCARB2,NCBI
6725,64506,gene/protein,CPEB1,NCBI
6727,23493,gene/protein,HEY2,NCBI
6728,26511,gene/protein,CHIC2,NCBI
6729,10891,gene/protein,PPARGC1A,NCBI
6733,80230,gene/protein,RUFY1,NCBI
6736,6428,gene/protein,SRSF3,NCBI
6737,2775,gene/protein,GNAO1,NCBI
6739,7054,gene/protein,TH,NCBI
6740,735,gene/protein,C9,NCBI
6742,5223,gene/protein,PGAM1,NCBI
6743,1340,gene/protein,COX6B1,NCBI
6745,4507,gene/protein,MTAP,NCBI
6751,7019,gene/protein,TFAM,NCBI
6752,203062,gene/protein,TSNARE1,NCBI
6753,7274,gene/protein,TTPA,NCBI
6757,8516,gene/protein,ITGA8,NCBI
6763,25953,gene/protein,PNKD,NCBI
6765,136991,gene/protein,ASZ1,NCBI
6771,2315,gene/protein,MLANA,NCBI
6772,7110,gene/protein,TMF1,NCBI
6777,3936,gene/protein,LCP1,NCBI
6779,1647,gene/protein,GADD45A,NCBI
6781,4008,gene/protein,LMO7,NCBI
6782,2892,gene/protein,GRIA3,NCBI
6784,5313,gene/protein,PKLR,NCBI
6788,676,gene/protein,BRDT,NCBI
6792,2917,gene/protein,GRM7,NCBI
6793,8359,gene/protein,H4C1,NCBI
6794,4589,gene/protein,MUC7,NCBI
6801,79587,gene/protein,CARS2,NCBI
6802,6778,gene/protein,STAT6,NCBI
6804,5420,gene/protein,PODXL,NCBI
6806,50813,gene/protein,COPS7A,NCBI
6808,2554,gene/protein,GABRA1,NCBI
6809,83990,gene/protein,BRIP1,NCBI
6810,2637,gene/protein,GBX2,NCBI
6814,29945,gene/protein,ANAPC4,NCBI
6815,4653,gene/protein,MYOC,NCBI
6817,10062,gene/protein,NR1H3,NCBI
6821,7447,gene/protein,VSNL1,NCBI
6826,9499,gene/protein,MYOT,NCBI
6827,56952,gene/protein,PRTFDC1,NCBI
6829,4891,gene/protein,SLC11A2,NCBI
6831,9517,gene/protein,SPTLC2,NCBI
6832,41,gene/protein,ASIC1,NCBI
6833,9136,gene/protein,RRP9,NCBI
6835,5537,gene/protein,PPP6C,NCBI
6836,2920,gene/protein,CXCL2,NCBI
6840,3257,gene/protein,HPS1,NCBI
6841,5471,gene/protein,PPAT,NCBI
6844,25830,gene/protein,SULT4A1,NCBI
6845,3957,gene/protein,LGALS2,NCBI
6847,8443,gene/protein,GNPAT,NCBI
6848,2876,gene/protein,GPX1,NCBI
6855,2820,gene/protein,GPD2,NCBI
6856,10,gene/protein,NAT2,NCBI
6857,5589,gene/protein,PRKCSH,NCBI
6867,6007,gene/protein,RHD,NCBI
6873,633,gene/protein,BGN,NCBI
6874,4319,gene/protein,MMP10,NCBI
6878,3996,gene/protein,LLGL1,NCBI
6880,64377,gene/protein,CHST8,NCBI
6881,23244,gene/protein,PDS5A,NCBI
6883,8837,gene/protein,CFLAR,NCBI
6885,3624,gene/protein,INHBA,NCBI
6886,9401,gene/protein,RECQL4,NCBI
6889,3782,gene/protein,KCNN3,NCBI
6890,7518,gene/protein,XRCC4,NCBI
6892,2662,gene/protein,GDF10,NCBI
6894,9274,gene/protein,BCL7C,NCBI
6898,9709,gene/protein,HERPUD1,NCBI
6900,4293,gene/protein,MAP3K9,NCBI
6901,3953,gene/protein,LEPR,NCBI
6903,390,gene/protein,RND3,NCBI
6906,411,gene/protein,ARSB,NCBI
6907,1889,gene/protein,ECE1,NCBI
6908,22797,gene/protein,TFEC,NCBI
6912,23683,gene/protein,PRKD3,NCBI
6914,6559,gene/protein,SLC12A3,NCBI
6916,3679,gene/protein,ITGA7,NCBI
6921,10409,gene/protein,BASP1,NCBI
6922,8302,gene/protein,KLRC4,NCBI
6926,3440,gene/protein,IFNA2,NCBI
6931,12,gene/protein,SERPINA3,NCBI
6933,2203,gene/protein,FBP1,NCBI
6936,241,gene/protein,ALOX5AP,NCBI
6937,10297,gene/protein,APC2,NCBI
6938,5802,gene/protein,PTPRS,NCBI
6940,5621,gene/protein,PRNP,NCBI
6944,644,gene/protein,BLVRA,NCBI
6945,8880,gene/protein,FUBP1,NCBI
6947,10382,gene/protein,TUBB4A,NCBI
6950,130540,gene/protein,FLACC1,NCBI
6956,9728,gene/protein,SECISBP2L,NCBI
6959,1528,gene/protein,CYB5A,NCBI
6962,8086,gene/protein,AAAS,NCBI
6963,2563,gene/protein,GABRD,NCBI
6964,2030,gene/protein,SLC29A1,NCBI
6966,11200,gene/protein,CHEK2,NCBI
6973,2672,gene/protein,GFI1,NCBI
6974,139105,gene/protein,BEND2,NCBI
6975,26054,gene/protein,SENP6,NCBI
6976,7153,gene/protein,TOP2A,NCBI
6977,2811,gene/protein,GP1BA,NCBI
6983,1363,gene/protein,CPE,NCBI
6985,26291,gene/protein,FGF21,NCBI
6986,3977,gene/protein,LIFR,NCBI
6990,4599,gene/protein,MX1,NCBI
6992,11034,gene/protein,DSTN,NCBI
6993,64748,gene/protein,PLPPR2,NCBI
6996,8743,gene/protein,TNFSF10,NCBI
6998,5211,gene/protein,PFKL,NCBI
7002,1040,gene/protein,CDS1,NCBI
7006,6555,gene/protein,SLC10A2,NCBI
7009,2118,gene/protein,ETV4,NCBI
7015,55227,gene/protein,LRRC1,NCBI
7018,7486,gene/protein,WRN,NCBI
7019,6662,gene/protein,SOX9,NCBI
7020,29959,gene/protein,NRBP1,NCBI
7021,8527,gene/protein,DGKD,NCBI
7022,1798,gene/protein,DPAGT1,NCBI
7024,779,gene/protein,CACNA1S,NCBI
7027,23503,gene/protein,ZFYVE26,NCBI
7028,25836,gene/protein,NIPBL,NCBI
7029,4783,gene/protein,NFIL3,NCBI
7031,8195,gene/protein,MKKS,NCBI
7032,715,gene/protein,C1R,NCBI
7033,23352,gene/protein,UBR4,NCBI
7034,7498,gene/protein,XDH,NCBI
7036,50604,gene/protein,IL20,NCBI
7037,725,gene/protein,C4BPB,NCBI
7040,2641,gene/protein,GCG,NCBI
7045,4162,gene/protein,MCAM,NCBI
7046,27131,gene/protein,SNX5,NCBI
7047,3600,gene/protein,IL15,NCBI
7055,35,gene/protein,ACADS,NCBI
7056,1462,gene/protein,VCAN,NCBI
7057,1959,gene/protein,EGR2,NCBI
7059,3559,gene/protein,IL2RA,NCBI
7062,84515,gene/protein,MCM8,NCBI
7066,9118,gene/protein,INA,NCBI
7067,9019,gene/protein,MPZL1,NCBI
7068,79039,gene/protein,DDX54,NCBI
7072,1160,gene/protein,CKMT2,NCBI
7073,2710,gene/protein,GK,NCBI
7074,5256,gene/protein,PHKA2,NCBI
7076,7980,gene/protein,TFPI2,NCBI
7077,9353,gene/protein,SLIT2,NCBI
7083,3123,gene/protein,HLA-DRB1,NCBI
7084,4358,gene/protein,MPV17,NCBI
7086,220929,gene/protein,ZNF438,NCBI
7088,10577,gene/protein,NPC2,NCBI
7089,7296,gene/protein,TXNRD1,NCBI
7090,2618,gene/protein,GART,NCBI
7095,4014,gene/protein,LORICRIN,NCBI
7096,15,gene/protein,AANAT,NCBI
7097,1,gene/protein,A1BG,NCBI
7099,5033,gene/protein,P4HA1,NCBI
7100,9175,gene/protein,MAP3K13,NCBI
7105,5241,gene/protein,PGR,NCBI
7107,10555,gene/protein,AGPAT2,NCBI
7110,2626,gene/protein,GATA4,NCBI
7111,7043,gene/protein,TGFB3,NCBI
7112,966,gene/protein,CD59,NCBI
7117,118429,gene/protein,ANTXR2,NCBI
7123,488,gene/protein,ATP2A2,NCBI
7124,2645,gene/protein,GCK,NCBI
7129,80310,gene/protein,PDGFD,NCBI
7130,2909,gene/protein,ARHGAP35,NCBI
7134,1719,gene/protein,DHFR,NCBI
7136,2833,gene/protein,CXCR3,NCBI
7139,2953,gene/protein,GSTT2,NCBI
7140,22943,gene/protein,DKK1,NCBI
7141,64101,gene/protein,LRRC4,NCBI
7142,8497,gene/protein,PPFIA4,NCBI
7150,1758,gene/protein,DMP1,NCBI
7151,6518,gene/protein,SLC2A5,NCBI
7154,51086,gene/protein,TNNI3K,NCBI
7155,4647,gene/protein,MYO7A,NCBI
7159,7571,gene/protein,ZNF23,NCBI
7161,1906,gene/protein,EDN1,NCBI
7162,3235,gene/protein,HOXD9,NCBI
7163,5333,gene/protein,PLCD1,NCBI
7164,2520,gene/protein,GAST,NCBI
7165,933,gene/protein,CD22,NCBI
7166,5000,gene/protein,ORC4,NCBI
7168,26259,gene/protein,FBXW8,NCBI
7172,6197,gene/protein,RPS6KA3,NCBI
7175,9183,gene/protein,ZW10,NCBI
7177,775,gene/protein,CACNA1C,NCBI
7179,7126,gene/protein,TNFAIP1,NCBI
7180,5801,gene/protein,PTPRR,NCBI
7183,2157,gene/protein,F8,NCBI
7185,11016,gene/protein,ATF7,NCBI
7186,5293,gene/protein,PIK3CD,NCBI
7188,153,gene/protein,ADRB1,NCBI
7191,317781,gene/protein,DDX51,NCBI
7197,116179,gene/protein,TGM7,NCBI
7200,10672,gene/protein,GNA13,NCBI
7201,3074,gene/protein,HEXB,NCBI
7212,3417,gene/protein,IDH1,NCBI
7214,6285,gene/protein,S100B,NCBI
7216,9886,gene/protein,RHOBTB1,NCBI
7220,25989,gene/protein,ULK3,NCBI
7222,5304,gene/protein,PIP,NCBI
7226,10085,gene/protein,EDIL3,NCBI
7227,10368,gene/protein,CACNG3,NCBI
7232,7781,gene/protein,SLC30A3,NCBI
7239,7352,gene/protein,UCP3,NCBI
7240,4938,gene/protein,OAS1,NCBI
7245,4134,gene/protein,MAP4,NCBI
7248,54884,gene/protein,RETSAT,NCBI
7249,6655,gene/protein,SOS2,NCBI
7252,440021,gene/protein,KRTAP5-2,NCBI
7255,2532,gene/protein,ACKR1,NCBI
7266,130,gene/protein,ADH6,NCBI
7267,5581,gene/protein,PRKCE,NCBI
7268,9824,gene/protein,ARHGAP11A,NCBI
7269,83593,gene/protein,RASSF5,NCBI
7270,55723,gene/protein,ASF1B,NCBI
7274,3508,gene/protein,IGHMBP2,NCBI
7276,9103,gene/protein,FCGR2C,NCBI
7277,1280,gene/protein,COL2A1,NCBI
7278,1508,gene/protein,CTSB,NCBI
7280,4868,gene/protein,NPHS1,NCBI
7284,9314,gene/protein,KLF4,NCBI
7286,29110,gene/protein,TBK1,NCBI
7287,7351,gene/protein,UCP2,NCBI
7289,4209,gene/protein,MEF2D,NCBI
7294,6097,gene/protein,RORC,NCBI
7297,112609,gene/protein,MRAP2,NCBI
7298,9013,gene/protein,TAF1C,NCBI
7299,3908,gene/protein,LAMA2,NCBI
7300,51043,gene/protein,ZBTB7B,NCBI
7302,2584,gene/protein,GALK1,NCBI
7304,2862,gene/protein,MLNR,NCBI
7305,685,gene/protein,BTC,NCBI
7308,283,gene/protein,ANG,NCBI
7311,54801,gene/protein,HAUS6,NCBI
7317,65125,gene/protein,WNK1,NCBI
7319,3683,gene/protein,ITGAL,NCBI
7322,10203,gene/protein,CALCRL,NCBI
7324,3741,gene/protein,KCNA5,NCBI
7332,4215,gene/protein,MAP3K3,NCBI
7333,51594,gene/protein,NBAS,NCBI
7335,7385,gene/protein,UQCRC2,NCBI
7336,120,gene/protein,ADD3,NCBI
7338,28973,gene/protein,MRPS18B,NCBI
7340,915,gene/protein,CD3D,NCBI
7342,3500,gene/protein,IGHG1,NCBI
7344,5498,gene/protein,PPOX,NCBI
7346,6000,gene/protein,RGS7,NCBI
7347,51322,gene/protein,WAC,NCBI
7349,80169,gene/protein,CTC1,NCBI
7350,4907,gene/protein,NT5E,NCBI
7351,5813,gene/protein,PURA,NCBI
7352,6222,gene/protein,RPS18,NCBI
7353,6354,gene/protein,CCL7,NCBI
7356,55750,gene/protein,AGK,NCBI
7358,4514,gene/protein,MT-CO3,NCBI
7359,113,gene/protein,ADCY7,NCBI
7367,6199,gene/protein,RPS6KB2,NCBI
7371,64324,gene/protein,NSD1,NCBI
7372,706,gene/protein,TSPO,NCBI
7375,196403,gene/protein,DTX3,NCBI
7377,333,gene/protein,APLP1,NCBI
7379,5625,gene/protein,PRODH,NCBI
7380,51702,gene/protein,PADI3,NCBI
7382,7181,gene/protein,NR2C1,NCBI
7383,8884,gene/protein,SLC5A6,NCBI
7384,6364,gene/protein,CCL20,NCBI
7389,55806,gene/protein,HR,NCBI
7390,10584,gene/protein,COLEC10,NCBI
7401,55254,gene/protein,TMEM39A,NCBI
7403,63916,gene/protein,ELMO2,NCBI
7404,23317,gene/protein,DNAJC13,NCBI
7408,1318,gene/protein,SLC31A2,NCBI
7410,683,gene/protein,BST1,NCBI
7411,10063,gene/protein,COX17,NCBI
7413,2798,gene/protein,GNRHR,NCBI
7416,2145,gene/protein,EZH1,NCBI
7419,1124,gene/protein,CHN2,NCBI
7423,6231,gene/protein,RPS26,NCBI
7427,57697,gene/protein,FANCM,NCBI
7429,23071,gene/protein,ERP44,NCBI
7431,84146,gene/protein,ZNF644,NCBI
7433,1237,gene/protein,CCR8,NCBI
7434,4508,gene/protein,MT-ATP6,NCBI
7441,79718,gene/protein,TBL1XR1,NCBI
7443,26018,gene/protein,LRIG1,NCBI
7445,2395,gene/protein,FXN,NCBI
7446,1364,gene/protein,CLDN4,NCBI
7449,150084,gene/protein,IGSF5,NCBI
7450,1382,gene/protein,CRABP2,NCBI
7451,23286,gene/protein,WWC1,NCBI
7455,8409,gene/protein,UXT,NCBI
7456,5077,gene/protein,PAX3,NCBI
7457,2539,gene/protein,G6PD,NCBI
7462,6338,gene/protein,SCNN1B,NCBI
7465,10466,gene/protein,COG5,NCBI
7466,2559,gene/protein,GABRA6,NCBI
7469,55367,gene/protein,PIDD1,NCBI
7470,3781,gene/protein,KCNN2,NCBI
7472,10845,gene/protein,CLPX,NCBI
7473,53335,gene/protein,BCL11A,NCBI
7474,10857,gene/protein,PGRMC1,NCBI
7476,80332,gene/protein,ADAM33,NCBI
7481,25796,gene/protein,PGLS,NCBI
7482,51179,gene/protein,HAO2,NCBI
7484,1825,gene/protein,DSC3,NCBI
7486,8825,gene/protein,LIN7A,NCBI
7487,57192,gene/protein,MCOLN1,NCBI
7488,93627,gene/protein,TBCK,NCBI
7489,3240,gene/protein,HP,NCBI
7490,64682,gene/protein,ANAPC1,NCBI
7491,23556,gene/protein,PIGN,NCBI
7493,51550,gene/protein,CINP,NCBI
7497,3084,gene/protein,NRG1,NCBI
